serial,lat,lon,adm_cd,lu
OC3CL200039,37.578786143,127.007188221,11110640,commercial
OC3CL200040,37.577739599,127.008033178,11110640,commercial
OC3CL200154,37.601807631,126.98116998,11110560,mixed
OC3CL200153,37.601649259,126.961410928,11110550,commercial
OC3CL200126,37.55944397,126.9748398,11140540,commercial
OC3CL200127,37.56025699,126.975353986,11140520,commercial
OC3CL200014,37.563573682,126.984503781,11140550,commercial
OC3CL200047,37.561604334,126.985559036,11140550,commercial
OC3CL200041,37.56386606,126.9819365,11140520,commercial
OC3CL200042,37.56785992,127.0086711,11140590,commercial
OC3CL200043,37.56783879,127.0128515,11140615,commercial
OC3CL200044,37.560409119,126.978669024,11140540,commercial
OC3CL200212,37.56611753,126.9774497,11140520,commercial
OC3CL200019,37.540264418,126.99379344,11170660,mixed
OC3CL200164,37.56056505,127.0697065,11200790,commercial
OC3CL200216,37.548841657,127.060406256,11200720,mixed
OC3CL200217,37.54885612,127.062936132,11200720,mixed
OC3CL200218,37.560053008,127.041072379,11200550,commercial
OC3CL200032,37.545296254,127.043557089,11200650,commercial
OC3CL200018,37.546881978,127.04164275,11200660,commercial
OC3CL200227,37.561245668,127.039496877,11200550,commercial
OC3CL200012,37.544001939,127.069731265,11215710,commercial
OC3CL200029,37.5408801,127.0908731,11215870,commercial
OC3CL200190,37.547685182,127.10694111,11215810,mixed
OC3CL200142,37.56649365,127.07679134,11215760,mixed
OC3CL200143,37.562336081,127.096064652,11215770,mixed
OC3CL200195,37.57848512,127.05324912,11230560,commercial
OC3CL200196,37.587531933,127.042577228,11230705,commercial
OC3CL200197,37.581090196,127.04507431,11230705,commercial
OC3CL200202,37.59431032,127.074111828,11260610,mixed
OC3CL200203,37.60016479,127.111918465,11260655,mixed
OC3CL200169,37.620270459,127.106153834,11260680,mixed
OC3CL200198,37.603632812,127.039836152,11290725,mixed
OC3CL200199,37.595440761,127.036677997,11290705,residential
OC3CL200200,37.611010968,127.004924896,11290640,commercial
OC3CL200134,37.63736615,127.029152562,11305595,mixed
OC3CL200066,37.62335241,127.02125992,11305555,mixed
OC3CL200133,37.6146956,127.028963,11305555,mixed
OC3CL200132,37.64400709,127.00394086,11305645,mixed
OC3CL200130,37.625232955,127.013859622,11305534,residential
OC3CL200129,37.623319683,127.046057943,11305608,residential
OC3CL200136,37.647179302,127.024618696,11305625,mixed
OC3CL200104,37.640616785,127.021636992,11305635,mixed
OC3CL200100,37.619993989,127.043786358,11305608,residential
OC3CL200128,37.67500401,127.0426472,11320521,mixed
OC3CL200125,37.663693665,127.048621224,11320690,commercial
OC3CL200124,37.653731646,127.033558406,11320670,mixed
OC3CL200063,37.661133774,127.036394731,11320690,commercial
OC3CL200088,37.659767,127.032808,11320681,mixed
OC3CL200122,37.656683,127.02757,11320681,mixed
OC3CL200089,37.652040494,127.027044877,11320660,residential
OC3CL200121,37.642924625,127.041027765,11320512,residential
OC3CL200137,37.660799517,127.050756074,11320514,mixed
OC3CL200030,37.645831436,127.050389987,11320511,mixed
OC3CL200048,37.653560203,127.046219683,11320515,commercial
OC3CL200049,37.642585752,127.052532026,11320514,mixed
OC3CL200050,37.661844729,127.047719717,11320690,commercial
OC3CL200051,37.649349549,127.034863949,11320680,mixed
OC3CL200161,37.688862282,127.0453635,11320521,mixed
OC3CL200052,37.66616665,127.0463826,11320690,commercial
OC3CL200053,37.656907085,127.04639488,11320514,mixed
OC3CL200145,37.633300953,127.039386926,11320513,residential
OC3CL200206,37.65337035,127.0737034,11350621,residential
OC3CL200160,37.653348871,127.060632652,11350695,commercial
OC3CL200213,37.684278382,127.055284297,11350630,residential
OC3CL200144,37.61646396,127.05989215,11350560,mixed
OC3CL200069,37.622209067,126.930278534,11380530,residential
OC3CL200035,37.6113366,126.917472,11380570,mixed
OC3CL200036,37.60506575,126.9235272,11380510,residential
OC3CL200209,37.63435727,126.9151989,11380690,mixed
OC3CL200168,37.60038676,126.922433,11380580,residential
OC3CL200204,37.614146909,126.910160235,11380560,residential
OC3CL200152,37.59565579,126.915619122,11380600,mixed
OC3CL200146,37.578476447,126.950320623,11410620,residential
OC3CL200138,37.597718644,126.9500263,11410640,residential
OC3CL200147,37.59217961,126.9450617,11410640,residential
OC3CL200148,37.579493008,126.934168841,11410685,mixed
OC3CL200031,37.59825113,126.9490269,11410640,residential
OC3CL200149,37.583572732,126.910461015,11410720,residential
OC3CL200150,37.5770863,126.903617837,11410710,residential
OC3CL200228,37.59121011,126.9430563,11410640,residential
OC3CL200214,37.580682318,126.953682251,11410655,residential
OC3CL200215,37.590821287,126.940927474,11410620,residential
OC3CL200086,37.581169009,126.932188331,11410685,mixed
OC3CL200229,37.57289405,126.955584659,11410520,mixed
OC3CL200096,37.555001336,126.905308393,11440690,residential
OC3CL200064,37.5439816,126.8693788,11470520,residential
OC3CL200115,37.543603399,126.873844706,11470520,residential
OC3CL200113,37.51128256,126.8520714,11470640,residential
OC3CL200112,37.50597614,126.8642352,11470680,mixed
OC3CL200111,37.52011221,126.8316555,11470611,mixed
OC3CL200109,37.5421903,126.8290896,11470600,mixed
OC3CL200034,37.52591806,126.8635481,11470650,mixed
OC3CL200166,37.513224504,126.867696965,11470680,mixed
OC3CL200058,37.53247495,126.8857541,11470550,mixed
OC3CL200059,37.53912722,126.8240124,11470580,mixed
OC3CL200139,37.514187437,126.876716614,11470670,residential
OC3CL200151,37.509992685,126.854692394,11530730,residential
OC3CL200177,37.588700837,126.802493969,11500640,commercial
OC3CL200082,37.580134544,126.799983213,11500640,commercial
OC3CL200178,37.56748287,126.8188744,11500630,mixed
OC3CL200179,37.557129053,126.82259039,11500620,commercial
OC3CL200180,37.564214678,126.833869037,11500603,commercial
OC3CL200181,37.56474481,126.8535106,11500604,commercial
OC3CL200182,37.557347087,126.865903402,11500510,residential
OC3CL200183,37.553510482,126.871121109,11500510,residential
OC3CL200067,37.548032568,126.860633351,11500530,residential
OC3CL200184,37.547362688,126.8613594,11500530,residential
OC3CL200087,37.555468811,126.826613288,11500611,commercial
OC3CL200185,37.548660939,126.874031644,11500510,residential
OC3CL200045,37.57782669,126.81333722,11500641,mixed
OC3CL200025,37.560034405,126.825875874,11500620,commercial
OC3CL200026,37.56673094,126.8261217,11500630,mixed
OC3CL200027,37.55898218,126.8360833,11500603,commercial
OC3CL200046,37.56053576,126.8546868,11500535,commercial
OC3CL200186,37.572451232,126.837170304,11500603,commercial
OC3CL200172,37.532734929,126.8463306,11500593,residential
OC3CL200187,37.57324198,126.8165402,11500630,mixed
OC3CL200188,37.56719274,126.816419,11500630,mixed
OC3CL200191,37.49400783,126.8181927,11530790,mixed
OC3CL200159,37.48575097,126.830671965,11530780,residential
OC3CL200192,37.483291137,126.841400088,11530780,residential
OC3CL200193,37.48484285,126.9015112,11530540,commercial
OC3CL200057,37.474682813,126.8874063,11545510,commercial
OC3CL200167,37.52261054,126.888865078,11560610,mixed
OC3CL200174,37.48893429,126.906033,11560710,mixed
OC3CL200120,37.490110518,126.9097443,11590670,residential
OC3CL200119,37.49459854,126.932784939,11590550,residential
OC3CL200118,37.478852337,126.9755904,11590620,mixed
OC3CL200116,37.496229294,126.938564822,11590560,residential
OC3CL200068,37.506194749,126.955133511,11590605,commercial
OC3CL200073,37.499286078,126.94405714,11590560,residential
OC3CL200189,37.47909596,126.9265535,11620655,residential
OC3CL200173,37.482486765,126.914154559,11620725,commercial
OC3CL200028,37.47914822,126.953709724,11620585,mixed
OC3CL200085,37.50205663,127.015434377,11650560,commercial
OC3CL200078,37.49790176,127.0268785,11650531,commercial
OC3CL200077,37.50619299,127.0042488,11650581,commercial
OC3CL200079,37.485732472,126.983396166,11650621,commercial
OC3CL200076,37.48827084,127.0138787,11650530,commercial
OC3CL200075,37.50021591,127.0262113,11650531,commercial
OC3CL200054,37.482449736,127.037339858,11650651,commercial
OC3CL200162,37.47469186,127.0004562,11650620,residential
OC3CL200055,37.500891825,127.0008701,11650581,commercial
OC3CL200056,37.462483152,126.988353465,11650610,commercial
OC3CL200163,37.46072485,127.03567303,11650652,commercial
OC3CL200020,37.501274013,127.026376835,11680640,commercial
OC3CL200021,37.525532427,127.028229493,11680510,commercial
OC3CL200022,37.503091994,127.049875547,11680630,commercial
OC3CL200023,37.503596523,127.051592237,11680630,commercial
OC3CL200015,37.52419812,127.02426212,11680510,commercial
OC3CL200024,37.51862812,127.02395012,11680510,commercial
OC3CL200175,37.479504606,127.050789002,11680690,mixed
OC3CL200155,37.51642594,127.0207885,11680521,commercial
OC3CL200156,37.51889789,127.02865319,11680531,commercial
OC3CL200170,37.51289712,127.03109828,11680521,commercial
OC3CL200157,37.492381245,127.094589306,11680730,commercial
OC3CL200176,37.465075516,127.106918502,11680700,residential
OC3CL200016,37.52590867,127.0391638,11680545,commercial
OC3CL200135,37.50215692,127.07044791,11680610,commercial
OC3CL200140,37.47951618,127.0796896,11680720,mixed
OC3CL200141,37.48877157,127.1067039,11680750,commercial
OC3CL200033,37.51217275,127.1046954,11710710,commercial
OC3CL200207,37.494957877,127.124194746,11710632,residential
OC3CL200208,37.479816016,127.135315178,11710646,mixed
OC3CL200165,37.4803769,127.1256549,11710646,mixed
OC3CL200090,37.52869449,127.1373789,11740700,mixed
OC3CL200091,37.548559121,127.170906985,11740525,mixed
OC3CL200092,37.55888187,127.135606683,11740590,mixed
OC3CL200093,37.538219655,127.134580994,11740620,mixed
OC3CL200094,37.56909089,127.1787559,11740515,mixed
OC3CL200080,37.5566677,127.144870457,11740550,residential
OC3CL200095,37.536623021,127.146469568,11740685,mixed
OC3CL200097,37.542373602,127.143741102,11740685,mixed
OC3CL200098,37.549619644,127.157931363,11740525,mixed
OC3CL200099,37.530624488,127.128407271,11740640,mixed
OC3CL200101,37.550486694,127.139581625,11740600,residential
OC3CL200102,37.547423335,127.131227628,11740610,mixed
OC3CL200103,37.540494144,127.148207117,11740685,mixed
OC3CL200105,37.547712275,127.172682389,11740525,mixed
OC3CL200106,37.533122454,127.132393112,11740650,mixed
OC3CL200107,37.548256407,127.136824448,11740600,residential
OC3CL200081,37.545147142,127.12755127,11740610,mixed
OC3CL200108,37.56062598,127.157430977,11740560,mixed
OC3CL200060,37.522210234,127.145519881,11740690,mixed
OC3CL200083,37.531829328,127.149670745,11740700,mixed
